id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-02-bulk2000-a02-b0326-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0326-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a02-b0326-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0326-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-generic_concept,generic_concept,0.84,parameterized_template_cluster,rewrite_review
papers/2026/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0330-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0334-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0338-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0338-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a02-b0338-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0338-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0342-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0342-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0342-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0342-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0346-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0350-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0354-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0354-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a02-b0354-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0354-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0358-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0366-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0366-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-02-bulk2000-a02-b0366-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0366-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0370-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0370-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a02-b0370-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0370-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0374-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0374-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0374-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0374-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0378-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0378-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a02-b0378-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0378-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0382-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0386-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0390-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0390-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a02-b0390-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0390-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0394-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0394-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a02-b0394-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0394-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a02-b0398-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0398-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a02-b0398-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a02-b0398-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0147-gesp-2-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0147-gesp-2-medium-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a03-b0147-gesp-2-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0147-gesp-2-medium-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-2,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.84,parameterized_template_cluster,rewrite_review
papers/2026/2026-05-02-bulk2000-a03-b0159-gesp-2-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0159-gesp-2-medium-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a03-b0159-gesp-2-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0159-gesp-2-medium-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-2,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.84,parameterized_template_cluster,rewrite_review
papers/2026/2026-05-02-bulk2000-a03-b0163-gesp-2-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0163-gesp-2-medium-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a03-b0163-gesp-2-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0163-gesp-2-medium-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-2,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.84,parameterized_template_cluster,rewrite_review
papers/2026/2026-05-02-bulk2000-a03-b0295-gesp-5-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0295-gesp-5-medium-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0295-gesp-5-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0295-gesp-5-medium-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-5,single_choice,medium,ALG,inferred-generic_concept,generic_concept,0.84,parameterized_template_cluster,rewrite_review
papers/2026/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0327-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0331-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0335-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0343-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0347-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0351-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0351-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a03-b0351-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0351-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0355-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0359-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0363-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0367-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-queue_state_trace,queue_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
papers/2026/2026-05-02-bulk2000-a03-b0371-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0371-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-02-bulk2000-a03-b0371-gesp-7-medium-v01/question-bundles/2026-05-02-bulk2000-a03-b0371-gesp-7-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,medium,DS,inferred-stack_state_trace,stack_state_trace,0.84,ds_stack_queue_overused_candidate,rewrite_for_ds_rebalance
