id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-03-bulk83-a01-b0045-csp-s-hard-v01/question-bundles/2026-05-03-bulk83-a01-b0045-csp-s-hard-v01__question-bundle__single-choice__cpp__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a01-b0045-csp-s-hard-v01/question-bundles/2026-05-03-bulk83-a01-b0045-csp-s-hard-v01__question-bundle__single-choice__cpp__n1__v01.json,CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a01-b0077-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a01-b0077-gesp-2-hard-v01__question-bundle__single-choice__cpp__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a01-b0077-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a01-b0077-gesp-2-hard-v01__question-bundle__single-choice__cpp__n1__v01.json,GESP-2,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a02-b0022-csp-j-hard-v01/question-bundles/2026-05-03-bulk83-a02-b0022-csp-j-hard-v01__question-bundle__single-choice__cpp__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a02-b0022-csp-j-hard-v01/question-bundles/2026-05-03-bulk83-a02-b0022-csp-j-hard-v01__question-bundle__single-choice__cpp__n1__v01.json,CSP-J,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a02-b0078-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a02-b0078-gesp-2-hard-v01__question-bundle__single-choice__cpp__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a02-b0078-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a02-b0078-gesp-2-hard-v01__question-bundle__single-choice__cpp__n1__v01.json,GESP-2,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a03-b0047-csp-s-hard-v01/question-bundles/2026-05-03-bulk83-a03-b0047-csp-s-hard-v01__question-bundle__single-choice__ds__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a03-b0047-csp-s-hard-v01/question-bundles/2026-05-03-bulk83-a03-b0047-csp-s-hard-v01__question-bundle__single-choice__ds__n1__v01.json,CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a03-b0079-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a03-b0079-gesp-2-hard-v01__question-bundle__single-choice__cpp__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a03-b0079-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a03-b0079-gesp-2-hard-v01__question-bundle__single-choice__cpp__n1__v01.json,GESP-2,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a04-b0024-csp-j-hard-v01/question-bundles/2026-05-03-bulk83-a04-b0024-csp-j-hard-v01__question-bundle__single-choice__cs__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a04-b0024-csp-j-hard-v01/question-bundles/2026-05-03-bulk83-a04-b0024-csp-j-hard-v01__question-bundle__single-choice__cs__n1__v01.json,CSP-J,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a04-b0060-gesp-1-hard-v01/question-bundles/2026-05-03-bulk83-a04-b0060-gesp-1-hard-v01__question-bundle__completion-program__cpp__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a04-b0060-gesp-1-hard-v01/question-bundles/2026-05-03-bulk83-a04-b0060-gesp-1-hard-v01__question-bundle__completion-program__cpp__n1__v01.json,GESP-1,completion_program,hard,CPP,inferred-blank_completion,blank_completion,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-bulk83-a04-b0080-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a04-b0080-gesp-2-hard-v01__question-bundle__single-choice__cs__n1__v01.json#0,papers/2026/2026-05-03-bulk83-a04-b0080-gesp-2-hard-v01/question-bundles/2026-05-03-bulk83-a04-b0080-gesp-2-hard-v01__question-bundle__single-choice__cs__n1__v01.json,GESP-2,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-llm-repair-repl03-b0001-gesp-7-hard-v01/question-bundles/2026-05-03-llm-repair-repl03-b0001-gesp-7-hard-v01__question-bundle__single_choice__ds__n1__v01.json#0,papers/2026/2026-05-03-llm-repair-repl03-b0001-gesp-7-hard-v01/question-bundles/2026-05-03-llm-repair-repl03-b0001-gesp-7-hard-v01__question-bundle__single_choice__ds__n1__v01.json,GESP-7,single_choice,hard,DS,inferred-priority_queue_order,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0038-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0038-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0038-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0038-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0042-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0048-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0048-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0048-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0048-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-priority_queue_order,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-priority_queue_order,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0051-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-priority_queue_order,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0053-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0054-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0054-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0054-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0054-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-priority_queue_order,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0060-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0060-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0060-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0060-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0063-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0064-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0064-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0065-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0067-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0069-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
